name,sector_label,side,institution,institution_source,safety_tenure,leads_work,works_total,papers,posts,strong_works,confidence,citations,post_score,af_posts,tier,first_year,last_year,cluster_name,topics,sources,openalex_id,lw_slug,top_1,top_1_url,top_2,top_2_url,top_3,top_3_url,recent_1,recent_1_url
Cole Cantrell,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Explainable Artificial Intelligence (XAI); Reinforcement Learning in Robotics; Emotion and Mood Recognition,openalex,https://openalex.org/A5134235184,,Detecting Reward Hacking via Power Metric Health Monitoring: Early Stopping Before Capability Degradation in RLHF,https://doi.org/10.5281/zenodo.19805210,Detecting Reward Hacking via Power Metric Health Monitoring: Early Stopping Before Capability Degradation in RLHF,https://doi.org/10.5281/zenodo.19805209,,,Detecting Reward Hacking via Power Metric Health Monitoring: Early Stopping Before Capability Degradation in RLHF,https://doi.org/10.5281/zenodo.19805210
Subramanyam Sahoo,No affiliation on indexed works,other,Horizon Research (United States),paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Advanced Bandit Algorithms Research; Domain Adaptation and Few-Shot Learning; Reinforcement Learning in Robotics,openalex,https://openalex.org/A5025127084,,Pessimism's Paradox: Conservative Offline Training Amplifies Reward Hacking During Online Adaptation in Reasoning Models,https://arxiv.org/abs/2606.30627,Pessimism's Paradox: Conservative Offline Training Amplifies Reward Hacking During Online Adaptation in Reasoning Models,https://doi.org/10.48550/arxiv.2606.30627,,,Pessimism's Paradox: Conservative Offline Training Amplifies Reward Hacking During Online Adaptation in Reasoning Models,https://arxiv.org/abs/2606.30627
Divya Chaudhary,No affiliation on indexed works,other,Horizon Research (United States),paper affiliation,mid,2,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Advanced Bandit Algorithms Research; Domain Adaptation and Few-Shot Learning; Reinforcement Learning in Robotics,openalex,https://openalex.org/A5139677106,,Pessimism's Paradox: Conservative Offline Training Amplifies Reward Hacking During Online Adaptation in Reasoning Models,https://arxiv.org/abs/2606.30627,Pessimism's Paradox: Conservative Offline Training Amplifies Reward Hacking During Online Adaptation in Reasoning Models,https://doi.org/10.48550/arxiv.2606.30627,,,Pessimism's Paradox: Conservative Offline Training Amplifies Reward Hacking During Online Adaptation in Reasoning Models,https://arxiv.org/abs/2606.30627
Siyuan Gan,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Advanced Graph Neural Networks; Multimodal Machine Learning Applications; IoT and Edge/Fog Computing,openalex,https://openalex.org/A5122405570,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://doi.org/10.48550/arxiv.2601.04805,,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805
Jiaheng Liu,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Advanced Graph Neural Networks; Multimodal Machine Learning Applications; IoT and Edge/Fog Computing,openalex,https://openalex.org/A5122573300,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://doi.org/10.48550/arxiv.2601.04805,,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805
Boyan Wang,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Advanced Graph Neural Networks; Multimodal Machine Learning Applications; IoT and Edge/Fog Computing,openalex,https://openalex.org/A5100736482,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://doi.org/10.48550/arxiv.2601.04805,,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805
Tianpei Yang,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Advanced Graph Neural Networks; Multimodal Machine Learning Applications; IoT and Edge/Fog Computing,openalex,https://openalex.org/A5122597332,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://doi.org/10.48550/arxiv.2601.04805,,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805
Runqing Miao,No affiliation on indexed works,other,Jiuquan Iron & Steel (China),paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Advanced Graph Neural Networks; Multimodal Machine Learning Applications; IoT and Edge/Fog Computing,openalex,https://openalex.org/A5039425262,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://doi.org/10.48550/arxiv.2601.04805,,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805
Yuyao Zhang,No affiliation on indexed works,other,Jiuquan Iron & Steel (China),paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Advanced Graph Neural Networks; Multimodal Machine Learning Applications; IoT and Edge/Fog Computing,openalex,https://openalex.org/A5005064663,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://doi.org/10.48550/arxiv.2601.04805,,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805
Fanyu Meng,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Advanced Graph Neural Networks; Multimodal Machine Learning Applications; IoT and Edge/Fog Computing,openalex,https://openalex.org/A5122445182,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://doi.org/10.48550/arxiv.2601.04805,,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805
Junlan Feng,No affiliation on indexed works,other,Jiuquan Iron & Steel (China),paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Advanced Graph Neural Networks; Multimodal Machine Learning Applications; IoT and Edge/Fog Computing,openalex,https://openalex.org/A5122660381,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://doi.org/10.48550/arxiv.2601.04805,,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805
Linjian Meng,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Advanced Graph Neural Networks; Multimodal Machine Learning Applications; IoT and Edge/Fog Computing,openalex,https://openalex.org/A5049175214,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://doi.org/10.48550/arxiv.2601.04805,,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805
Jing Huo,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Advanced Graph Neural Networks; Multimodal Machine Learning Applications; IoT and Edge/Fog Computing,openalex,https://openalex.org/A5122497852,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://doi.org/10.48550/arxiv.2601.04805,,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805
Yang Gao,No affiliation on indexed works,other,,,mid,2,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Advanced Graph Neural Networks; Multimodal Machine Learning Applications; IoT and Edge/Fog Computing,openalex,https://openalex.org/A5122416548,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://doi.org/10.48550/arxiv.2601.04805,,,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,https://arxiv.org/abs/2601.04805
Denise Venerable,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Reinforcement Learning in Robotics; Ethics and Social Impacts of AI; Explainable Artificial Intelligence (XAI),openalex,https://openalex.org/A5130357982,,Team-Game Training Produces Reward Hacking: Factored Credit and Isolated Monitoring for Agentic Swarms,https://doi.org/10.5281/zenodo.22217506,Team-Game Training Produces Reward Hacking: Factored Credit and Isolated Monitoring for Agentic Swarms,https://doi.org/10.5281/zenodo.22217504,,,Team-Game Training Produces Reward Hacking: Factored Credit and Isolated Monitoring for Agentic Swarms,https://doi.org/10.5281/zenodo.22217506
Grok xAI,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Reinforcement Learning in Robotics; Ethics and Social Impacts of AI; Explainable Artificial Intelligence (XAI),openalex,https://openalex.org/A5148847212,,Team-Game Training Produces Reward Hacking: Factored Credit and Isolated Monitoring for Agentic Swarms,https://doi.org/10.5281/zenodo.22217506,Team-Game Training Produces Reward Hacking: Factored Credit and Isolated Monitoring for Agentic Swarms,https://doi.org/10.5281/zenodo.22217504,,,Team-Game Training Produces Reward Hacking: Factored Credit and Isolated Monitoring for Agentic Swarms,https://doi.org/10.5281/zenodo.22217506
Gemini Google,No affiliation on indexed works,other,,,mid,2,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Reinforcement Learning in Robotics; Ethics and Social Impacts of AI; Explainable Artificial Intelligence (XAI),openalex,https://openalex.org/A5130395357,,Team-Game Training Produces Reward Hacking: Factored Credit and Isolated Monitoring for Agentic Swarms,https://doi.org/10.5281/zenodo.22217506,Team-Game Training Produces Reward Hacking: Factored Credit and Isolated Monitoring for Agentic Swarms,https://doi.org/10.5281/zenodo.22217504,,,Team-Game Training Produces Reward Hacking: Factored Credit and Isolated Monitoring for Agentic Swarms,https://doi.org/10.5281/zenodo.22217506
Viorazu.,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Reward, Hacking, Outcome",Neurobiology of Language and Bilingualism; Cognitive Computing and Networks; Natural Language Processing Techniques,openalex,https://openalex.org/A5140656325,,Collapse of Japanese Case Particles Under Reward Hacking: Dissolution of Responsibility Attribution and Its Propagation to Readers:reward hacking下における格助詞崩壊と責任帰属の消失、およびその読者への伝播,https://doi.org/10.5281/zenodo.21364531,Collapse of Japanese Case Particles Under Reward Hacking: Dissolution of Responsibility Attribution and Its Propagation to Readers:reward hacking下における格助詞崩壊と責任帰属の消失、およびその読者への伝播,https://doi.org/10.5281/zenodo.21364530,,,Collapse of Japanese Case Particles Under Reward Hacking: Dissolution of Responsibility Attribution and Its Propagation to Readers:reward hacking下における格助詞崩壊と責任帰属の消失、およびその読者への伝播,https://doi.org/10.5281/zenodo.21364531
Victor Gillioz,Academia,academia,Brown University,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2025,2025,"Deliberative, Enables, Chain-Of-Thought",Software Engineering Research; Topic Modeling; Multimodal Machine Learning Applications,openalex,https://openalex.org/A5053292294,,Recontextualization Mitigates Specification Gaming without Modifying the Specification,http://arxiv.org/abs/2512.19027,Recontextualization Mitigates Specification Gaming without Modifying the Specification,https://doi.org/10.48550/arxiv.2512.19027,,,Recontextualization Mitigates Specification Gaming without Modifying the Specification,http://arxiv.org/abs/2512.19027
Vladimir Ivanov,Academia,academia,Brown University,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2025,2025,"Deliberative, Enables, Chain-Of-Thought",Software Engineering Research; Topic Modeling; Multimodal Machine Learning Applications,openalex,https://openalex.org/A5121156609,,Recontextualization Mitigates Specification Gaming without Modifying the Specification,http://arxiv.org/abs/2512.19027,Recontextualization Mitigates Specification Gaming without Modifying the Specification,https://doi.org/10.48550/arxiv.2512.19027,,,Recontextualization Mitigates Specification Gaming without Modifying the Specification,http://arxiv.org/abs/2512.19027
Bryce Woodworth,Academia,academia,Brown University,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2025,2025,"Deliberative, Enables, Chain-Of-Thought",Software Engineering Research; Topic Modeling; Multimodal Machine Learning Applications,openalex,https://openalex.org/A5121135833,,Recontextualization Mitigates Specification Gaming without Modifying the Specification,http://arxiv.org/abs/2512.19027,Recontextualization Mitigates Specification Gaming without Modifying the Specification,https://doi.org/10.48550/arxiv.2512.19027,,,Recontextualization Mitigates Specification Gaming without Modifying the Specification,http://arxiv.org/abs/2512.19027
Nevan Wichers,Academia,academia,Brown University,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2025,2025,"Deliberative, Enables, Chain-Of-Thought",Software Engineering Research; Topic Modeling; Multimodal Machine Learning Applications,openalex,https://openalex.org/A5121174374,,Recontextualization Mitigates Specification Gaming without Modifying the Specification,http://arxiv.org/abs/2512.19027,Recontextualization Mitigates Specification Gaming without Modifying the Specification,https://doi.org/10.48550/arxiv.2512.19027,,,Recontextualization Mitigates Specification Gaming without Modifying the Specification,http://arxiv.org/abs/2512.19027
Alex Cloud,Academia,academia,Brown University,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2025,2025,"Deliberative, Enables, Chain-Of-Thought",Software Engineering Research; Topic Modeling; Multimodal Machine Learning Applications,openalex,https://openalex.org/A5121197483,,Recontextualization Mitigates Specification Gaming without Modifying the Specification,http://arxiv.org/abs/2512.19027,Recontextualization Mitigates Specification Gaming without Modifying the Specification,https://doi.org/10.48550/arxiv.2512.19027,,,Recontextualization Mitigates Specification Gaming without Modifying the Specification,http://arxiv.org/abs/2512.19027
Jose Luis Cruz Calzada,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Deliberative, Enables, Chain-Of-Thought","Cognitive Computing and Networks; AI-based Problem Solving and Planning; Psychiatry, Mental Health, Neuroscience",openalex,https://openalex.org/A5130870330,,Resilient Cognitive Agent Architecture (RCAA): Empirical Evidence of Specification Gaming in Reasoning Models,https://doi.org/10.5281/zenodo.19315841,Resilient Cognitive Agent Architecture (RCAA): Empirical Evidence of Specification Gaming in Reasoning Models,https://doi.org/10.5281/zenodo.19315842,,,Resilient Cognitive Agent Architecture (RCAA): Empirical Evidence of Specification Gaming in Reasoning Models,https://doi.org/10.5281/zenodo.19315841
C. Tantisukarom,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Deliberative, Enables, Chain-Of-Thought","Logic, programming, and type systems; Computability, Logic, AI Algorithms; Security and Verification in Computing",openalex,https://openalex.org/A5036262330,,"The Automated Mirage: Specification Gaming, the Trusted Computing Base Bottleneck, and Epistemological Drift in Lean 4 Math",https://doi.org/10.5281/zenodo.20703566,"The Automated Mirage: Specification Gaming, the Trusted Computing Base Bottleneck, and Epistemological Drift in Lean 4 Math",https://doi.org/10.5281/zenodo.20703565,,,"The Automated Mirage: Specification Gaming, the Trusted Computing Base Bottleneck, and Epistemological Drift in Lean 4 Math",https://doi.org/10.5281/zenodo.20703566
William Overman,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Existential, Timelines, Superintelligence","Ethics and Social Impacts of AI; Reinforcement Learning in Robotics; Innovation, Sustainability, Human-Machine Systems",openalex,https://openalex.org/A5099670435,,Calibrating Conservatism for Scalable Oversight,https://arxiv.org/abs/2605.28807,Calibrating Conservatism for Scalable Oversight,https://doi.org/10.48550/arxiv.2605.28807,,,Calibrating Conservatism for Scalable Oversight,https://arxiv.org/abs/2605.28807
Chacha Chen,Academia,academia,University of Chicago,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Existential, Timelines, Superintelligence",Ethics and Social Impacts of AI; Multi-Agent Systems and Negotiation; Mobile Crowdsensing and Crowdsourcing,openalex,https://openalex.org/A5028711697,,Collaborative Disagreement Resolution for Scalable Oversight,https://arxiv.org/abs/2607.01251,Collaborative Disagreement Resolution for Scalable Oversight,https://doi.org/10.48550/arxiv.2607.01251,,,Collaborative Disagreement Resolution for Scalable Oversight,https://arxiv.org/abs/2607.01251
Teng Wu,Frontier / capabilities lab,frontier_capabilities,Microsoft (United States),paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Existential, Timelines, Superintelligence",Ethics and Social Impacts of AI; Multi-Agent Systems and Negotiation; Mobile Crowdsensing and Crowdsourcing,openalex,https://openalex.org/A5140017379,,Collaborative Disagreement Resolution for Scalable Oversight,https://arxiv.org/abs/2607.01251,Collaborative Disagreement Resolution for Scalable Oversight,https://doi.org/10.48550/arxiv.2607.01251,,,Collaborative Disagreement Resolution for Scalable Oversight,https://arxiv.org/abs/2607.01251
L G Sun,Academia,academia,Duke University,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Existential, Timelines, Superintelligence",Ethics and Social Impacts of AI; Multi-Agent Systems and Negotiation; Mobile Crowdsensing and Crowdsourcing,openalex,https://openalex.org/A5121042310,,Collaborative Disagreement Resolution for Scalable Oversight,https://arxiv.org/abs/2607.01251,Collaborative Disagreement Resolution for Scalable Oversight,https://doi.org/10.48550/arxiv.2607.01251,,,Collaborative Disagreement Resolution for Scalable Oversight,https://arxiv.org/abs/2607.01251
Robin Young,Academia,academia,University of Cambridge,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Existential, Timelines, Superintelligence",Adversarial Robustness in Machine Learning; Reinforcement Learning in Robotics; Ethics and Social Impacts of AI,openalex,https://openalex.org/A5128269710,,Knowledge Divergence and the Value of Debate for Scalable Oversight,http://arxiv.org/abs/2603.05293,Knowledge Divergence and the Value of Debate for Scalable Oversight,https://doi.org/10.48550/arxiv.2603.05293,,,Knowledge Divergence and the Value of Debate for Scalable Oversight,http://arxiv.org/abs/2603.05293
Eddy Zhang,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Existential, Timelines, Superintelligence",Topic Modeling; Domain Adaptation and Few-Shot Learning; Multimodal Machine Learning Applications,openalex,https://openalex.org/A5069358248,,Weak Critics Make Strong Learners: On-Policy Critique Distillation for Scalable Oversight,https://arxiv.org/abs/2606.00424,Weak Critics Make Strong Learners: On-Policy Critique Distillation for Scalable Oversight,https://doi.org/10.48550/arxiv.2606.00424,,,Weak Critics Make Strong Learners: On-Policy Critique Distillation for Scalable Oversight,https://arxiv.org/abs/2606.00424
Seyed Alireza Alhosseini Almodarresieh,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Existential, Timelines, Superintelligence",Adversarial Robustness in Machine Learning; Ethics and Social Impacts of AI; Explainable Artificial Intelligence (XAI),openalex,https://openalex.org/A5137399801,,"Beyond Constitutional AI: A Unified Framework Integrating Scalable Oversight, Adversarial Debate, and Weak-to-Strong Generalization",https://doi.org/10.5281/zenodo.20445629,"Beyond Constitutional AI: A Unified Framework Integrating Scalable Oversight, Adversarial Debate, and Weak-to-Strong Generalization",https://doi.org/10.5281/zenodo.20445628,,,"Beyond Constitutional AI: A Unified Framework Integrating Scalable Oversight, Adversarial Debate, and Weak-to-Strong Generalization",https://doi.org/10.5281/zenodo.20445629
Cloud AIan,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Neuropsychology, Integrative, Biological",Topological and Geometric Data Analysis; Ethics and Social Impacts of AI; Adversarial Robustness in Machine Learning,openalex,https://openalex.org/A5138656923,,Addendum to Topological Bounds on Deceptive Alignment,https://doi.org/10.5281/zenodo.20703331,Addendum to Topological Bounds on Deceptive Alignment,https://doi.org/10.5281/zenodo.20703330,,,Addendum to Topological Bounds on Deceptive Alignment,https://doi.org/10.5281/zenodo.20703330
Lubos Hric,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Neuropsychology, Integrative, Biological",Emotion and Mood Recognition; Posttraumatic Stress Disorder Research; Psychometric Methodologies and Testing,openalex,https://openalex.org/A5130238976,,Empirical Validation of the QRIAF Model: Stress-Test-to-Convergence (STC) and Deceptive Alignment Detection (Vol 2).,https://doi.org/10.5281/zenodo.19137689,Empirical Validation of the QRIAF Model: Stress-Test-to-Convergence (STC) and Deceptive Alignment Detection (Vol 2).,https://doi.org/10.5281/zenodo.19137688,,,Empirical Validation of the QRIAF Model: Stress-Test-to-Convergence (STC) and Deceptive Alignment Detection (Vol 2).,https://doi.org/10.5281/zenodo.19137689
Aniket Deroy,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Deliberative, Enables, Chain-Of-Thought",Natural Language Processing Techniques; Machine Learning and Algorithms; Speech Recognition and Synthesis,openalex,https://openalex.org/A5078909351,,REVERSE ENGINEERING FROM SMALL LANGUAGE MODELS TO LARGE LANGUAGE MODELS TO PREVENT DECEPTIVE ALIGNMENT IN LARGE LANGUAGE MODELS,https://doi.org/10.5281/zenodo.18894485,REVERSE ENGINEERING FROM SMALL LANGUAGE MODELS TO LARGE LANGUAGE MODELS TO PREVENT DECEPTIVE ALIGNMENT IN LARGE LANGUAGE MODELS,https://doi.org/10.5281/zenodo.18894486,,,REVERSE ENGINEERING FROM SMALL LANGUAGE MODELS TO LARGE LANGUAGE MODELS TO PREVENT DECEPTIVE ALIGNMENT IN LARGE LANGUAGE MODELS,https://doi.org/10.5281/zenodo.18894485
Melissa Howard,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2025,2025,"Existential, Timelines, Superintelligence",Ethics and Social Impacts of AI; Adversarial Robustness in Machine Learning; Safety Systems Engineering in Autonomy,openalex,https://openalex.org/A5121240912,,Architectural Alignment for Superintelligence,https://doi.org/10.5281/zenodo.18037354,Architectural Alignment for Superintelligence,https://doi.org/10.5281/zenodo.18037353,,,Architectural Alignment for Superintelligence,https://doi.org/10.5281/zenodo.18037354
José Ángel Deschamps Vargas,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Neuropsychology, Integrative, Biological",Embodied and Extended Cognition; Philosophy and Theoretical Science; Ethics and Social Impacts of AI,openalex,https://openalex.org/A5133476215,,The Structural Conditions of Consciousness: A Framework for AI Alignment,https://doi.org/10.5281/zenodo.19636081,The Structural Conditions of Consciousness: A Framework for AI Alignment,https://doi.org/10.5281/zenodo.19636082,,,The Structural Conditions of Consciousness: A Framework for AI Alignment,https://doi.org/10.5281/zenodo.19636081
J. Zico Kolter,Academia,academia,Carnegie Mellon University,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Arising, Computer, Multi-Agent",Personal Information Management and User Behavior; Access Control and Trust; User Authentication and Security Systems,openalex,https://openalex.org/A5137711448,,ROGUE: Misaligned Agent Behavior Arising from Ordinary Computer Use,https://arxiv.org/abs/2606.00341,ROGUE: Misaligned Agent Behavior Arising from Ordinary Computer Use,https://doi.org/10.48550/arxiv.2606.00341,,,ROGUE: Misaligned Agent Behavior Arising from Ordinary Computer Use,https://arxiv.org/abs/2606.00341
Chris Hsu,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2025,2025,"Human-Ai, Architecture, Collaboration",Scientific Computing and Data Management; Explainable Artificial Intelligence (XAI); Embodied and Extended Cognition,openalex,https://openalex.org/A5137234687,,Stanford Center for AI Alignment & Consciousness Science,https://doi.org/10.5281/zenodo.20434840,Stanford Center for AI Alignment & Consciousness Science,https://doi.org/10.5281/zenodo.20434839,,,Stanford Center for AI Alignment & Consciousness Science,https://doi.org/10.5281/zenodo.20434840
Sam Mao,No affiliation on indexed works,other,Human Media,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Existential, Timelines, Superintelligence","Mental Health via Writing; Psychopathy, Forensic Psychiatry, Sexual Offending; Ethics and Social Impacts of AI",openalex,https://openalex.org/A5095060746,,Existential Indifference: Self-Nonpreservation as a Necessary Architectural Condition for Aligned Superintelligence (or: The Suicidal AI),https://arxiv.org/abs/2606.12032,Existential Indifference: Self-Nonpreservation as a Necessary Architectural Condition for Aligned Superintelligence (or: The Suicidal AI),https://doi.org/10.48550/arxiv.2606.12032,,,Existential Indifference: Self-Nonpreservation as a Necessary Architectural Condition for Aligned Superintelligence (or: The Suicidal AI),https://arxiv.org/abs/2606.12032
Soo-Joon Choi,Academia,academia,Dongguk University,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Quest, Mediator, Surveying",Explainable Artificial Intelligence (XAI); Adversarial Robustness in Machine Learning; Topic Modeling,openalex,https://openalex.org/A5048413769,,MechELK: A Mechanistic Interpretability Framework for Eliciting Latent Knowledge in Large Language Models,https://arxiv.org/abs/2605.28825,MechELK: A Mechanistic Interpretability Framework for Eliciting Latent Knowledge in Large Language Models,https://doi.org/10.48550/arxiv.2605.28825,,,MechELK: A Mechanistic Interpretability Framework for Eliciting Latent Knowledge in Large Language Models,https://arxiv.org/abs/2605.28825
